itemID	tagID
226	294
226	340
227	37
227	135
227	151
227	231
228	127
228	269
228	286
228	341
229	144
229	284
229	286
229	342
229	343
230	72
230	113
230	172
230	287
230	298
230	299
230	303
231	113
231	286
231	298
231	299
231	303
232	286
232	299
232	303
233	107
233	69
233	72
233	146
233	296
233	286
233	290
234	157
234	344
234	345
236	299
236	329
236	348
237	118
237	287
237	299
237	316
237	349
239	350
239	351
240	135
240	309
240	352
241	93
241	135
241	309
241	352
243	231
243	287
243	298
243	299
244	69
244	72
244	231
244	286
245	72
245	287
245	298
245	299
245	354
247	287
247	298
247	299
247	355
249	113
249	231
249	286
250	286
250	287
250	299
250	311
250	357
251	300
251	302
251	358
252	286
252	336
253	231
253	287
253	298
253	359
255	127
255	360
256	231
256	287
256	298
256	299
257	97
257	113
257	244
257	287
257	298
258	287
258	311
258	325
259	361
260	298
260	299
261	69
263	298
263	338
263	354
264	147
264	109
264	127
264	155
264	362
264	363
265	93
265	103
265	295
265	346
265	352
269	365
269	371
269	372
269	376
269	377
270	9
270	16
270	35
270	50
270	378
270	365
270	219
270	379
270	380
270	381
270	382
271	370
271	383
271	384
271	385
271	386
271	387
271	388
271	389
272	35
272	62
272	127
272	146
272	271
272	369
272	370
272	371
272	390
272	391
274	9
274	369
274	370
274	397
274	398
274	399
276	365
276	219
276	306
276	367
276	370
276	373
276	401
276	402
276	403
277	107
277	72
277	220
277	227
277	404
277	383
277	391
277	405
277	406
277	407
277	408
277	409
278	107
278	365
278	370
278	372
278	391
278	410
278	411
279	9
279	16
279	35
279	137
279	226
279	227
279	333
279	370
279	371
279	412
279	413
279	414
281	339
281	369
281	371
281	372
281	390
281	399
281	400
281	418
281	419
281	420
282	370
282	384
282	421
282	422
282	423
282	424
282	425
283	365
283	219
283	369
283	370
283	373
283	410
283	423
283	426
283	427
283	428
284	365
284	384
284	429
284	430
284	431
285	94
285	369
285	370
285	372
285	402
285	432
285	433
285	434
286	146
286	365
286	271
286	369
286	370
286	371
286	372
286	402
286	430
286	435
286	436
287	146
287	271
287	345
287	368
287	369
287	370
287	375
287	384
287	390
287	391
287	399
287	437
288	30
288	107
288	260
288	369
288	370
288	390
288	407
288	438
289	439
289	229
289	260
289	369
289	370
289	440
289	441
289	442
289	443
289	444
290	56
290	115
290	146
290	186
290	338
290	370
290	441
290	442
290	445
290	446
291	35
291	107
291	260
291	369
291	370
291	371
291	391
291	400
291	434
291	447
292	439
292	169
292	365
292	229
292	379
292	448
292	449
292	450
292	451
292	452
293	35
293	107
293	296
293	227
293	333
293	368
293	369
293	371
293	372
293	402
293	453
293	454
293	455
294	22
294	35
294	107
294	48
294	296
294	226
294	227
294	369
294	371
294	402
294	426
294	436
294	452
294	454
294	456
295	107
295	146
295	260
295	457
295	370
295	386
295	391
295	440
295	458
295	459
296	146
296	229
296	271
296	369
296	390
296	460
296	431
296	461
297	378
297	369
297	370
297	436
297	462
297	463
297	464
298	365
298	260
298	457
298	345
298	369
298	371
298	372
298	390
298	465
298	466
298	467
299	365
299	371
299	372
299	398
299	425
299	468
300	94
300	338
300	402
300	469
300	470
300	471
300	472
300	473
301	37
301	107
301	146
301	271
301	369
301	370
301	386
301	391
301	474
302	56
302	146
302	271
302	457
302	369
302	370
302	375
302	391
302	400
304	30
304	35
304	55
304	365
304	333
304	369
304	371
304	372
304	402
304	410
304	436
304	441
304	477
305	37
305	50
305	72
305	365
305	370
305	391
305	408
305	425
305	431
305	461
305	478
306	37
306	109
306	146
306	271
306	333
306	369
306	370
306	371
306	391
306	440
306	410
306	479
306	480
307	109
307	222
307	146
307	271
307	369
307	385
307	391
307	409
307	420
307	481
307	482
308	226
308	457
308	369
308	371
308	372
308	385
308	390
308	391
308	396
308	400
308	410
308	442
308	483
310	365
310	338
310	369
310	373
310	403
310	487
311	51
311	127
311	146
311	186
311	368
311	445
311	488
312	62
312	146
312	271
312	369
312	370
312	390
312	391
312	460
312	431
312	461
315	365
315	219
315	369
315	370
315	371
315	390
315	400
317	365
317	219
317	369
317	371
317	373
317	403
317	494
318	439
318	252
318	416
318	495
318	496
318	497
318	498
318	499
319	439
319	135
319	267
319	329
319	389
319	500
322	35
322	195
322	370
322	421
322	484
322	475
322	507
324	512
324	365
324	457
324	312
324	371
324	372
325	107
325	296
325	365
325	219
325	369
325	370
325	371
325	372
325	430
325	513
327	133
327	365
327	457
327	333
327	359
327	370
327	371
327	372
327	396
327	474
327	514
329	439
329	146
329	365
329	457
329	368
329	370
329	371
329	372
329	402
330	35
330	107
330	85
330	365
330	219
330	227
330	229
330	371
330	518
330	519
331	37
331	376
331	442
331	520
331	521
332	222
332	180
332	216
332	370
332	373
332	374
332	399
332	478
332	486
332	504
332	511
333	107
333	365
333	260
333	369
333	370
333	390
333	391
333	402
333	407
333	410
335	9
335	35
335	220
335	457
335	370
335	384
335	434
335	478
335	524
336	35
336	180
336	195
336	333
336	370
336	397
336	484
336	522
336	525
336	526
337	369
337	370
337	402
337	436
337	502
337	527
338	398
338	499
338	528
340	180
340	229
340	370
340	434
340	478
340	531
341	220
341	227
341	262
341	376
341	532
341	533
342	107
342	365
342	371
342	372
342	430
342	434
342	452
342	534
342	535
342	536
343	35
343	365
343	371
343	372
343	420
343	434
343	536
345	539
345	365
345	229
345	333
345	370
345	371
345	372
345	402
345	460
347	35
347	123
347	365
347	219
347	227
347	229
347	495
347	432
348	35
348	127
348	216
348	365
348	229
348	338
348	369
348	371
348	372
348	431
348	436
348	464
348	540
348	541
348	542
349	130
349	146
349	183
349	229
349	271
349	392
349	369
349	370
349	391
349	461
349	483
350	365
350	369
350	370
350	371
350	372
350	390
351	225
351	385
351	398
351	414
351	543
352	9
352	35
352	107
352	365
352	219
352	220
352	227
352	370
352	501
352	544
353	275
353	545
353	546
353	547
353	548
354	108
354	549
354	550
354	551
355	127
355	552
355	553
356	552
356	554
357	127
357	552
357	554
357	555
357	556
358	127
358	525
358	552
358	554
358	557
359	558
359	552
359	559
360	560
360	561
360	562
361	147
361	35
361	225
361	281
361	284
361	307
361	321
361	339
361	550
361	563
361	564
361	565
361	566
361	567
361	568
363	22
363	30
363	69
363	570
364	571
365	572
366	284
366	287
366	308
366	563
366	564
366	573
368	175
368	576
368	577
368	578
369	115
369	579
369	580
370	579
370	580
370	581
372	94
372	309
372	550
372	551
372	565
372	566
372	574
373	56
373	127
373	436
373	582
375	94
375	563
375	566
375	586
375	587
376	588
376	568
376	589
377	35
377	195
377	588
377	589
377	590
378	284
378	285
380	127
380	547
380	550
380	551
380	556
380	591
380	592
380	593
382	127
382	284
382	286
382	594
382	581
383	407
383	495
383	595
383	596
384	208
384	309
384	563
384	566
384	568
385	284
385	594
385	597
385	598
386	107
386	127
386	553
386	563
386	564
386	599
387	284
387	307
387	308
388	284
388	307
388	308
388	594
388	600
389	147
389	231
389	271
389	362
389	461
389	601
389	602
390	115
390	550
390	603
390	604
390	605
390	606
390	607
392	133
392	455
392	550
392	551
392	574
392	610
392	611
392	612
394	564
394	613
395	231
399	525
399	617
400	127
400	618
400	619
400	620
401	548
401	621
401	622
403	183
403	625
403	626
404	94
404	97
404	197
404	489
404	627
404	628
405	338
405	404
405	629
405	618
405	619
405	630
405	631
407	543
407	633
407	634
407	635
408	97
408	636
408	637
408	638
408	639
408	640
408	641
408	642
409	97
409	559
409	637
410	48
410	97
410	637
410	643
410	644
410	645
410	646
412	550
413	525
413	550
413	551
413	592
413	650
413	651
413	653
414	426
414	550
414	551
414	574
414	579
414	654
415	550
415	563
415	586
415	655
415	656
415	657
415	658
416	338
416	550
416	551
417	94
417	97
417	307
417	636
417	659
417	660
419	127
419	663
419	664
419	665
420	563
420	579
420	587
420	657
420	666
420	667
421	668
423	90
423	262
423	636
423	671
424	9
424	76
424	229
424	382
424	430
424	543
424	633
424	672
424	673
424	674
424	675
425	631
425	665
425	676
425	677
426	97
426	597
426	659
426	678
427	549
427	583
427	679
428	157
428	680
430	607
430	684
430	685
430	686
430	687
431	147
431	558
431	362
431	688
431	689
431	690
432	132
432	172
432	197
432	691
432	692
433	286
433	288
433	298
433	392
433	333
434	94
434	309
434	339
434	563
434	564
435	144
435	286
435	563
435	607
435	691
435	692
437	127
437	267
437	457
437	693
438	147
438	48
438	72
439	303
439	362
439	426
439	563
439	647
440	300
440	327
440	694
440	695
441	69
441	327
441	696
441	697
443	93
443	143
443	293
443	561
443	692
443	699
444	127
444	271
444	373
444	700
445	307
445	421
445	692
445	701
445	702
446	69
446	292
446	298
446	703
446	704
447	275
447	705
447	706
447	707
448	69
448	292
448	298
448	348
448	692
449	72
449	293
449	563
449	708
451	284
451	286
451	291
451	293
452	512
452	292
452	692
452	709
453	69
453	286
453	292
453	710
454	82
454	711
454	712
454	713
454	714
455	72
455	267
455	715
456	72
456	113
456	172
456	311
457	512
457	51
457	229
457	692
457	716
458	659
458	688
458	717
460	30
460	143
460	252
460	293
460	498
462	708
462	719
462	720
463	144
463	183
463	342
463	708
464	69
464	72
464	721
465	85
465	286
467	266
467	674
467	723
468	724
468	725
469	362
469	563
469	564
469	682
470	37
470	726
471	254
471	286
471	727
472	401
472	708
473	69
473	298
473	691
473	728
473	729
476	333
476	731
476	732
479	88
479	118
479	692
482	270
482	563
482	564
482	708
483	286
483	563
483	708
484	72
484	736
486	94
486	362
486	691
486	692
490	97
490	338
490	691
490	741
491	286
491	308
491	692
492	183
492	197
492	286
493	311
493	742
494	336
494	692
494	743
495	727
495	744
496	267
496	727
497	93
497	195
497	286
497	450
497	692
498	69
498	286
498	348
498	736
498	745
499	286
499	744
499	746
501	72
501	303
502	286
502	692
502	744
502	748
503	692
503	724
503	725
505	9
505	134
505	750
508	30
508	282
508	293
508	692
508	751
509	563
509	600
509	691
511	267
511	338
512	267
512	680
512	752
512	753
513	69
513	227
513	286
513	392
513	692
515	725
516	93
516	754
517	87
517	103
517	548
518	267
518	500
519	597
519	755
520	756
522	759
523	757
524	757
525	760
526	760
527	309
527	761
528	756
528	762
529	760
530	756
531	757
532	762
533	757
533	762
533	763
534	756
536	756
536	764
537	756
537	762
537	765
538	756
538	764
539	253
540	253
541	115
541	756
543	756
544	172
544	756
545	756
548	172
548	756
549	762
549	763
550	756
550	766
551	756
551	766
552	607
552	756
553	607
553	756
555	756
556	253
556	757
556	762
557	757
558	362
558	756
559	61
559	762
560	757
561	253
561	756
562	756
562	762
563	760
564	253
564	762
564	765
564	767
565	762
565	765
566	757
566	758
567	760
568	757
569	757
570	757
571	757
572	34
572	762
573	756
573	762
573	765
574	607
574	756
575	756
575	762
577	756
578	253
578	756
579	39
579	756
580	756
580	762
580	765
581	22
581	109
581	180
581	769
581	770
582	195
582	771
582	772
582	773
582	774
584	129
584	282
584	655
584	777
585	30
585	269
585	286
585	778
585	779
585	780
587	783
587	452
587	784
587	785
587	786
587	787
589	37
589	770
589	793
591	155
591	300
591	770
591	798
592	271
592	300
592	360
592	799
592	800
594	588
594	327
594	328
594	360
594	804
596	296
596	795
596	805
597	143
597	309
597	514
597	781
599	143
599	452
599	791
599	807
601	450
601	452
601	787
601	807
602	22
602	160
602	296
602	808
602	809
602	810
602	811
603	137
603	812
603	813
604	22
604	109
604	371
604	456
604	770
604	814
604	815
604	816
605	22
605	109
605	770
605	814
606	452
606	786
606	794
606	807
606	812
607	144
607	588
607	763
607	817
608	53
608	100
608	191
608	577
608	818
608	819
609	72
609	93
609	260
609	636
609	788
609	820
609	821
611	22
611	43
611	44
611	123
611	457
611	776
612	22
612	823
612	824
612	794
612	825
612	826
613	542
613	792
613	827
613	828
614	56
614	253
614	829
615	113
615	339
615	771
615	788
615	830
616	22
616	35
616	107
616	715
616	831
617	824
617	771
617	791
617	832
619	9
619	439
619	159
619	253
619	771
619	834
620	9
620	771
620	835
621	783
621	771
621	811
623	542
623	752
623	836
623	828
623	837
624	419
624	828
627	458
627	840
628	588
628	841
628	807
628	842
629	801
629	542
629	836
630	843
630	542
630	836
630	822
630	840
630	844
631	824
631	833
631	845
631	846
631	847
632	588
632	848
632	791
632	828
632	844
633	34
633	137
633	188
633	452
633	791
633	794
633	849
634	107
634	127
634	260
634	271
634	607
634	658
634	685
634	850
635	22
635	43
635	49
635	339
635	452
636	320
636	793
636	851
637	9
637	452
637	521
637	824
637	852
639	379
639	783
639	801
639	855
639	791
639	822
640	22
640	93
640	180
640	788
640	830
642	127
642	180
642	195
642	271
642	641
642	744
642	768
642	856
643	180
643	195
643	792
643	828
644	792
644	828
644	857
645	858
646	311
647	859
648	560
649	860
650	858
651	861
652	861
653	861
654	862
655	863
656	864
656	865
656	866
657	867
658	560
659	560
660	560
661	560
661	859
662	742
663	742
664	859
665	560
666	560
667	560
668	868
669	560
673	860
674	870
675	871
677	277
678	183
678	197
678	874
679	874
680	127
680	770
680	874
681	874
682	146
682	186
682	874
682	875
683	874
684	874
685	874
686	833
686	874
686	876
687	874
688	874
689	874
690	874
690	877
694	874
696	874
697	874
698	874
699	874
700	874
469	144
469	308
701	362
701	682
701	878
701	879
701	880
701	881
702	882
702	883
703	237
703	884
703	885
703	886
703	887
704	237
704	884
704	885
704	886
704	887
707	56
707	889
708	147
708	426
708	737
708	890
708	891
708	892
708	893
709	889
709	894
710	37
710	296
710	895
712	203
712	608
712	363
712	579
712	660
712	898
712	899
712	900
713	300
713	426
713	901
713	902
713	903
713	904
713	905
713	906
713	907
715	37
715	195
715	911
716	261
716	489
717	901
717	693
717	907
717	912
717	913
717	914
718	172
718	271
718	300
718	901
718	913
718	915
718	916
719	368
719	607
719	677
719	819
719	917
719	918
719	919
721	707
721	883
722	133
722	922
723	889
723	894
724	147
724	362
724	901
724	890
724	923
725	369
725	373
725	924
725	925
725	926
725	927
726	16
726	137
727	928
729	86
729	132
729	271
729	608
729	344
729	500
729	929
730	151
730	930
730	931
731	132
731	588
731	379
731	932
731	933
731	934
732	901
732	912
734	889
734	894
735	217
735	338
735	908
735	936
735	937
736	37
736	197
736	915
736	938
737	884
737	885
737	886
737	939
740	941
740	884
740	885
740	886
740	887
741	883
742	705
742	942
743	107
743	48
743	195
743	362
744	244
744	581
745	368
745	943
746	944
746	945
746	946
746	947
746	948
747	90
747	94
747	362
747	563
747	586
748	97
748	229
748	244
749	133
749	890
749	922
749	949
750	133
750	338
750	891
751	69
751	229
751	382
751	423
751	445
751	450
751	478
751	633
752	84
752	506
752	809
752	923
752	950
753	9
753	37
753	186
753	374
754	210
754	362
754	901
754	761
754	912
754	951
754	952
756	362
756	589
756	956
756	957
757	563
757	586
758	312
758	571
758	699
758	779
758	882
758	958
760	378
760	959
760	960
760	961
760	962
760	963
760	964
762	165
762	271
762	368
762	901
762	577
762	677
762	913
762	966
762	967
762	968
763	37
763	750
763	809
763	969
764	891
764	970
765	22
765	180
765	486
765	507
765	791
765	862
765	971
765	972
766	165
766	172
766	197
766	677
766	916
766	918
766	973
766	974
767	127
767	360
767	908
767	975
768	72
768	779
768	889
768	976
768	977
768	978
768	979
769	271
769	373
769	901
769	908
769	923
769	980
769	981
771	244
771	362
771	878
771	879
771	985
772	144
772	552
772	986
772	607
772	685
772	917
773	130
773	471
773	677
773	845
773	987
773	988
776	990
776	180
776	195
776	889
776	894
776	991
778	404
779	56
779	942
779	992
779	993
779	994
228	72
228	995
451	72
451	996
451	997
780	112
780	998
781	998
782	72
782	999
783	741
783	998
783	996
784	1000
785	225
785	1001
785	1002
787	327
787	996
787	997
788	998
788	995
788	1005
788	1006
790	327
790	996
790	997
790	1006
790	1008
791	307
791	998
791	996
791	1008
792	1003
792	1004
793	1003
793	999
793	1005
795	1004
795	1009
796	998
796	1003
796	1005
798	1008
799	1003
799	1005
802	112
802	998
802	1006
803	998
804	1000
806	741
806	1011
807	271
807	619
807	1006
808	697
808	997
808	1012
809	327
809	996
809	997
809	1008
809	1013
810	1004
810	1009
812	51
812	998
812	1005
812	1014
812	1006
813	72
813	998
813	1006
815	72
815	1005
815	1011
816	998
816	1004
817	998
817	1015
818	115
818	741
818	996
819	112
819	115
819	998
819	996
820	72
820	995
820	1006
820	1011
821	72
821	1006
821	1016
821	1017
822	112
822	327
822	741
822	1006
824	996
824	997
824	1008
825	72
825	564
825	998
825	1005
825	1006
826	327
826	559
826	1006
827	998
827	1005
828	998
828	1019
830	112
830	998
830	1006
831	225
833	327
833	996
833	1006
834	1004
835	72
836	563
836	564
837	552
837	741
837	998
837	1008
838	197
838	1006
839	197
840	72
841	1004
841	1009
841	1021
843	1009
843	1019
844	72
844	100
437	86
437	109
437	290
437	1023
437	1024
845	267
845	295
845	1003
845	1025
846	69
846	112
846	135
846	180
846	201
847	118
847	616
847	1026
848	72
848	295
848	516
849	70
849	295
849	1003
850	69
850	267
850	1027
853	309
853	351
854	51
854	165
854	226
854	231
854	1029
855	69
855	136
855	293
855	295
856	69
856	72
857	231
857	267
857	1022
857	1030
858	69
858	231
858	262
858	1003
858	1022
858	1030
859	267
859	295
859	370
859	1003
860	69
861	1031
862	94
862	267
862	711
863	267
863	295
863	1032
865	115
865	571
865	903
865	1030
867	69
867	990
867	329
867	1034
868	69
868	113
868	997
868	1035
869	69
869	72
869	113
869	231
869	291
871	69
871	103
871	1036
871	324
872	113
872	165
872	636
872	743
873	69
873	231
874	295
876	286
876	1028
876	1038
877	69
877	94
877	1039
877	1038
877	1040
878	69
878	201
878	286
878	743
881	275
881	291
882	69
882	1042
883	69
883	262
883	295
883	1028
883	1043
884	69
884	286
884	308
884	1044
885	69
885	72
885	286
885	1045
886	70
886	267
886	1046
887	69
887	72
889	69
889	103
890	69
890	72
890	231
890	1034
892	93
892	293
892	1048
892	1049
894	201
894	431
894	685
895	227
896	103
896	293
896	820
896	821
896	1051
897	175
897	725
899	72
899	93
899	231
899	392
899	636
899	1052
900	72
900	1022
901	69
901	100
901	144
903	69
903	286
904	69
904	286
905	69
905	93
905	1039
905	1038
905	1047
905	1054
905	1055
906	69
906	286
907	69
907	286
908	69
908	286
909	69
909	286
910	69
910	965
912	69
912	286
913	69
913	286
914	69
914	286
915	69
915	72
915	286
915	295
915	743
915	1028
916	69
916	93
916	135
916	636
916	1041
918	103
918	1045
919	295
919	369
919	1045
920	1045
921	72
921	226
921	295
921	1051
921	1056
922	85
922	743
923	1038
924	69
924	72
924	93
924	100
925	160
925	252
925	1057
925	1058
926	1059
926	1060
927	211
928	7
928	107
928	109
928	127
928	146
928	623
930	22
930	48
930	127
930	1062
930	1063
930	1064
931	1059
932	86
932	211
932	344
932	638
932	660
933	22
933	113
933	1059
934	22
934	37
934	46
934	48
934	597
935	72
935	1040
935	1065
937	22
937	94
937	123
937	225
938	251
939	1067
940	113
940	1059
942	1068
943	144
943	798
944	37
944	155
944	160
944	231
944	1059
944	1064
945	215
947	1059
947	1069
948	1070
949	1040
950	770
951	107
951	155
951	300
951	897
951	1059
951	1071
952	22
952	252
952	770
952	1062
953	1059
954	150
955	1059
956	1059
958	107
958	72
958	100
958	135
958	146
958	155
958	186
958	623
958	441
959	127
959	155
959	1072
959	1073
961	37
961	113
961	715
962	35
962	94
962	1074
963	72
963	109
963	113
963	127
963	211
963	1039
963	965
964	715
965	754
965	1075
966	186
966	452
966	561
966	1076
966	1077
966	1078
967	1079
968	93
968	754
969	107
969	513
969	791
969	1080
970	93
970	754
970	1081
971	72
971	392
971	1082
971	1083
971	1084
971	1085
973	94
973	102
973	231
973	261
973	345
973	474
974	94
974	85
974	1086
975	93
975	135
975	1033
975	1078
975	1087
976	267
976	340
976	744
976	754
976	1034
976	1088
976	1089
976	1090
977	93
977	612
977	754
977	1091
977	1092
978	165
978	261
978	779
979	1093
981	107
981	165
981	719
981	1094
981	1092
982	143
982	1095
983	72
983	779
984	93
984	801
984	791
984	1033
984	1094
984	1086
984	1096
985	186
985	195
985	779
985	930
986	37
986	165
986	450
986	1097
986	1098
987	267
987	1095
987	1099
989	267
989	1095
989	1099
991	93
991	588
991	754
992	85
992	93
992	252
992	352
992	754
992	1103
992	1104
993	72
993	85
993	351
993	1086
994	93
994	426
994	486
994	1105
995	744
996	1106
997	93
997	267
997	699
997	1107
998	94
998	85
998	1039
998	1040
998	1108
999	93
999	1095
999	1109
1000	1039
1000	706
1000	1110
1001	93
1001	173
1001	267
1001	1111
1001	1104
1001	1112
1002	94
1002	93
1002	102
1002	151
1002	186
1002	1113
1002	1114
1002	1115
1003	143
1003	314
1003	1116
1003	779
1003	791
1003	1095
1003	1117
1004	93
1004	143
1004	644
1004	1078
1004	1095
1004	1118
1004	1119
1006	37
1006	93
1006	143
1006	1091
1007	107
1007	186
1007	1120
1007	1121
1007	1122
1008	160
1009	102
1009	253
1009	452
1009	1123
1010	93
1010	143
1012	1125
1015	193
1016	770
1016	793
1017	793
1017	1128
1018	793
1018	1128
1019	793
1019	1128
1021	1125
1022	1125
1024	1125
1025	1125
1026	1125
1027	1125
1028	1125
1029	1125
1030	1125
1031	1125
1032	1125
1033	1125
1035	1125
1036	1125
1037	1125
1038	1125
1040	1125
1042	1125
1043	1125
1044	1125
1045	1125
1046	1125
1047	1125
1048	153
1048	1129
1049	1129
1049	1130
1050	793
1050	1128
1051	7
1051	1131
1053	7
1053	1131
1054	7
1054	1131
1055	1133
1056	225
1057	1125
1058	1125
1059	1134
1060	130
1060	1135
1061	1136
1062	1136
1063	193
1064	770
1064	1137
1065	422
1065	1138
1065	1139
1066	252
1066	735
1067	548
1067	1140
1068	1141
1069	1142
1070	173
1071	143
1071	616
1071	827
1071	838
1071	1143
1071	1144
1072	498
1072	1145
1073	37
1073	1146
1073	1147
1075	85
1075	275
1076	251
1076	768
1077	887
1077	1148
1078	792
1079	251
1081	94
1081	571
1081	735
1083	38
1084	260
1084	735
1085	250
1085	1142
1086	498
1086	735
1086	1149
1087	588
1087	683
1087	1085
1088	252
1090	251
1093	90
1093	252
1094	251
1095	251
1095	1146
1097	196
1097	1152
1098	56
1098	112
1098	115
1098	146
1098	165
1098	1153
1099	227
1100	37
1100	1154
1101	206
1101	1150
1102	137
1102	379
1102	1155
1103	252
1103	498
1104	1098
1104	1156
1105	450
1107	251
1107	498
1108	498
1109	251
1109	872
1109	1063
1110	392
1110	1157
1111	135
1112	1158
1112	1159
1113	1160
1113	1161
442	563
1114	144
1115	251
1115	362
1115	1162
1116	586
1117	854
1118	298
1118	307
1118	600
1119	550
1120	287
1120	298
1121	252
1121	362
1121	1163
1122	737
1123	1164
1124	932
1125	362
1125	563
1126	308
1126	362
1126	563
1126	1165
1127	563
1128	231
1128	901
1129	607
1129	677
1129	917
1130	563
1131	362
1131	590
1131	1166
1132	362
1132	590
1132	1167
1133	589
1133	1168
1134	563
1134	1169
1135	890
1135	922
1136	392
1136	737
1136	890
1138	252
1138	362
1138	550
1138	1170
1139	195
1140	231
1140	550
1142	362
1142	1167
1142	1171
1144	362
1144	1167
1144	1171
1146	231
1146	362
1146	1167
1146	1171
1147	1172
1148	890
1150	907
1151	1173
1152	563
1153	252
1153	362
1155	563
1155	586
1157	252
1157	362
1157	1162
1158	252
1158	362
1158	1162
1159	362
1160	127
1160	144
1160	607
1161	890
1161	1175
1162	737
1162	1166
1164	590
1164	879
1165	1177
1166	307
1167	616
1168	392
1168	737
1168	879
1170	654
1171	1178
1171	1179
1172	362
1172	881
1172	1166
1174	144
1174	344
1176	607
1177	607
1180	550
1181	338
1181	574
1182	890
1182	949
1183	150
1183	298
1183	404
1184	22
1184	300
1184	775
1185	35
1185	146
1186	42
1187	1180
1187	22
1187	300
1188	1180
1188	300
1188	765
1189	1180
1189	300
1189	763
1189	765
1190	51
1190	229
1190	430
1190	674
1190	1181
1190	1182
