userID	tagID
266	851
266	215
266	852
266	853
266	379
266	285
266	531
266	210
266	116
266	699
266	854
266	91
266	855
266	9
266	856
266	765
266	286
266	858
266	859
266	860
266	364
266	11
266	433
266	861
266	811
266	182
266	862
266	124
266	510
266	863
266	428
266	319
266	60
266	864
266	865
266	866
266	752
266	746
266	42
266	672
266	448
266	867
266	868
266	869
266	425
266	870
266	240
266	132
266	872
266	342
266	643
266	873
266	311
266	748
266	874
266	251
266	875
266	876
266	227
266	877
266	32
266	231
266	878
266	72
266	880
266	881
267	377
267	681
268	523
268	882
268	193
268	129
268	67
268	256
268	450
268	762
268	166
268	658
268	194
268	37
268	271
268	6
268	25
268	60
268	159
268	32
268	883
269	7
269	531
269	884
269	339
270	33
271	166
271	243
271	221
271	318
271	170
271	448
271	46
271	63
271	551
271	552
272	305
273	885
273	454
273	444
273	241
273	448
273	693
273	57
273	243
273	318
273	886
273	344
273	733
273	14
273	130
273	887
274	170
275	401
276	885
276	742
276	603
276	5
276	56
276	30
276	87
276	198
276	743
276	212
276	336
276	733
276	891
278	892
278	893
278	894
278	499
279	243
279	23
280	669
281	399
281	895
281	896
281	897
281	493
282	37
283	689
283	264
283	404
283	448
283	499
283	494
283	464
283	65
283	510
283	113
284	94
285	900
286	307
287	121
287	901
287	902
289	533
289	903
289	70
290	470
291	246
292	890
292	528
292	53
292	508
292	198
292	14
293	14
293	344
294	508
294	330
294	586
295	904
296	906
297	445
297	818
298	84
298	129
298	41
298	103
298	56
298	130
298	670
298	16
299	41
299	220
299	10
299	52
299	16
299	153
299	56
299	66
299	129
299	693
299	236
299	107
299	190
299	64
299	824
300	910
300	888
301	56
301	834
301	212
301	889
302	353
303	177
305	67
305	780
305	41
305	63
305	652
306	548
307	165
308	477
308	660
308	913
309	5
309	473
309	42
309	7
309	14
309	314
309	220
309	388
311	817
312	365
312	830
312	915
312	309
312	892
313	370
314	56
314	25
314	204
315	244
315	10
315	916
315	436
315	917
316	918
316	204
316	41
316	135
318	154
319	236
320	789
320	562
320	771
320	874
321	52
321	56
321	41
322	314
322	209
322	401
322	694
323	896
323	912
323	271
323	920
324	10
324	238
324	921
324	110
324	368
325	5
326	56
326	922
327	924
327	207
327	65
328	37
328	296
329	267
329	526
329	610
329	416
329	926
329	135
329	113
329	114
330	284
330	927
331	10
331	84
331	1
331	396
331	327
333	38
334	162
334	928
334	38
334	212
335	416
337	10
337	318
337	435
337	564
337	929
337	871
338	63
338	57
339	347
340	930
341	84
342	931
342	656
342	69
342	306
342	298
342	372
342	272
342	767
342	639
342	540
342	265
342	505
342	932
342	245
343	7
343	933
343	934
343	935
343	726
343	262
343	784
343	63
343	732
343	305
343	936
343	582
343	869
344	937
344	938
344	939
345	940
345	941
345	378
345	377
345	593
346	942
346	130
347	905
348	38
348	120
348	435
348	113
348	165
348	379
348	69
348	246
348	642
348	944
348	60
348	275
348	945
348	946
348	71
348	80
348	947
348	67
348	603
348	948
348	605
348	49
348	949
348	950
348	951
348	400
348	70
348	444
348	241
348	36
348	238
348	459
348	213
348	128
348	180
348	44
348	952
348	72
348	7
348	27
348	953
348	35
348	713
348	332
348	51
348	350
348	243
348	606
348	323
348	39
348	402
348	14
348	344
348	260
348	954
348	445
348	202
348	634
348	97
348	147
348	22
348	110
348	469
348	637
348	372
348	248
348	719
348	76
348	77
348	543
348	579
348	955
348	265
348	956
348	447
348	957
348	958
348	204
348	270
348	81
348	758
348	628
348	639
348	959
348	212
348	305
348	960
348	961
348	962
348	68
348	963
348	114
348	717
348	709
348	377
348	264
348	964
348	965
348	123
348	654
348	397
348	757
348	86
348	966
348	199
348	288
348	549
348	98
348	287
348	967
349	122
349	190
349	53
349	968
349	125
349	25
350	56
350	16
351	969
352	56
353	415
354	241
354	910
354	120
354	198
354	971
354	248
354	356
354	822
354	243
354	652
354	617
354	264
354	972
354	970
354	452
356	973
356	974
357	444
357	863
358	905
359	12
360	975
361	199
361	446
362	498
363	962
363	212
363	7
363	306
363	976
363	977
363	564
363	285
363	781
363	534
363	160
363	178
363	207
363	78
363	245
363	429
363	361
363	658
363	315
363	114
363	218
365	375
365	240
365	379
365	10
366	5
366	562
366	564
366	135
366	529
367	156
367	256
367	828
367	832
368	980
368	399
368	56
368	601
368	981
368	398
369	232
370	466
370	982
370	725
370	592
370	346
370	314
370	467
370	5
370	983
370	984
370	208
370	985
370	219
370	220
370	310
370	400
370	464
370	914
370	493
371	494
372	56
373	650
374	10
375	987
375	988
375	165
375	380
375	290
377	503
377	60
377	220
378	243
379	950
379	110
379	989
380	119
381	468
381	443
381	990
381	564
381	271
381	868
381	9
381	787
381	877
381	311
381	66
381	896
381	780
381	992
381	285
381	130
381	993
381	110
381	994
381	851
381	599
382	995
383	40
383	996
383	65
384	997
384	863
384	998
384	867
385	56
385	187
385	52
385	41
385	466
385	999
385	957
385	799
386	1000
387	213
387	43
387	602
387	39
387	346
387	54
387	603
387	708
387	120
387	1001
387	98
387	1002
387	44
387	68
387	1003
387	47
387	48
387	248
387	1004
387	606
387	80
387	1005
387	69
387	70
387	246
387	567
387	563
387	243
387	81
387	963
387	58
387	710
387	948
387	610
387	617
387	128
387	238
387	153
387	971
387	1006
387	1007
387	700
387	649
387	87
387	334
387	615
387	619
387	632
387	113
387	51
387	324
387	1009
387	533
387	439
387	250
387	313
387	1010
387	543
387	961
387	38
387	715
387	274
387	72
387	293
387	684
387	345
387	323
387	186
387	49
387	587
387	97
387	283
387	955
387	372
387	718
387	577
387	538
387	932
387	260
387	1011
387	402
387	261
387	241
387	1012
387	714
387	960
387	717
387	1015
387	921
387	321
387	397
387	1016
387	637
387	1017
387	289
387	640
387	635
387	1018
387	952
387	268
387	264
387	155
387	86
387	1008
387	927
389	223
390	272
391	423
391	295
394	605
395	154
395	46
395	762
395	750
395	1019
395	665
395	696
395	444
395	236
395	227
395	743
395	403
395	590
395	1020
395	576
395	341
395	778
395	163
395	648
395	669
395	749
395	1021
395	90
395	440
395	233
395	443
395	752
395	686
395	508
395	199
395	232
395	425
395	1022
395	107
395	1023
395	326
396	12
398	166
399	533
400	46
401	46
401	113
401	114
403	256
403	332
403	120
403	267
403	57
404	50
404	291
404	16
404	41
404	56
404	236
404	212
404	52
404	429
404	150
404	187
404	371
404	64
405	1024
405	595
405	223
406	5
407	1025
407	40
407	443
407	425
407	227
407	304
407	574
407	56
407	450
407	166
407	694
407	1026
407	153
407	448
407	880
407	575
407	889
407	444
407	267
407	362
407	1027
407	358
407	564
407	306
407	670
407	193
407	259
407	446
407	646
407	1028
408	217
408	7
409	196
409	666
410	568
410	236
410	270
410	199
410	7
410	845
410	1030
410	344
411	23
412	5
412	42
412	56
413	7
414	652
414	298
414	691
415	1031
415	1032
415	206
415	1033
415	461
415	5
415	371
415	267
415	772
416	528
417	41
417	294
417	791
418	121
419	46
419	61
419	77
419	469
419	240
419	382
419	543
419	72
420	243
421	995
422	56
423	1000
424	465
424	722
425	157
426	1034
426	1035
427	150
428	1036
429	1037
430	1038
431	1039
432	1040
432	46
432	61
432	106
432	1044
432	718
432	1045
432	90
432	65
432	121
432	62
432	156
432	821
432	1046
432	251
432	973
432	753
432	768
432	1047
432	365
432	1043
432	256
432	599
432	1048
432	1049
432	1050
432	1051
432	443
432	1052
432	1053
432	891
432	1054
432	109
432	1055
432	165
432	1056
432	233
432	170
432	1057
432	1058
432	194
432	1059
432	1060
432	161
432	267
432	354
432	239
432	1041
432	1061
432	370
432	76
432	146
432	743
432	299
432	79
432	445
432	552
432	537
432	1063
432	1064
432	435
432	1065
432	159
432	231
432	1042
432	1062
432	442
432	754
432	207
433	1066
433	221
433	416
434	941
435	365
436	163
436	450
436	444
436	241
437	944
437	263
438	314
439	580
439	135
439	1067
439	460
439	154
439	391
439	674
439	207
440	217
440	557
440	12
440	79
440	468
440	91
440	9
440	122
440	1069
440	364
440	40
440	240
440	8
440	75
440	275
440	25
440	169
440	311
442	12
443	318
443	129
444	12
444	545
445	40
445	416
445	891
445	1071
445	294
445	199
445	211
446	1072
446	16
446	371
446	212
447	365
448	1073
448	110
449	1000
450	666
451	400
451	132
452	63
452	905
454	377
455	959
455	587
455	568
456	68
456	67
457	14
458	818
459	12
459	921
461	777
461	880
462	14
463	23
464	56
464	135
465	37
466	1077
466	38
466	220
466	469
466	661
466	1078
466	5
466	275
466	946
466	80
466	634
466	1040
466	1012
466	1079
466	948
466	322
466	605
466	272
466	87
466	445
466	567
466	243
466	949
466	1008
466	950
466	121
466	25
466	981
466	1080
466	603
466	654
466	70
466	615
466	56
466	1081
466	1006
466	302
466	41
466	293
466	397
466	120
466	72
466	64
466	716
466	44
466	7
466	1082
466	75
466	147
466	110
466	368
466	186
466	332
466	538
466	246
466	248
466	764
466	637
466	1013
466	98
466	497
466	36
466	71
466	133
466	1018
467	134
467	1083
467	1084
467	36
467	450
467	891
467	318
467	56
467	826
467	1056
467	551
467	251
467	1085
467	1055
467	1024
467	256
467	1046
467	1049
467	272
467	642
467	627
467	586
467	1086
467	578
467	1
467	395
467	921
467	335
467	465
467	119
467	460
467	45
467	185
468	990
468	830
468	313
468	14
469	656
469	200
469	94
469	133
469	114
469	816
470	12
470	421
470	67
470	1038
470	408
470	37
470	78
470	43
471	394
471	1088
471	592
471	1089
472	217
472	358
473	80
473	119
475	923
476	802
477	290
478	641
479	180
479	169
479	819
479	728
479	135
479	372
479	267
480	416
481	64
482	56
483	68
484	965
484	370
485	1090
485	37
485	344
485	179
486	5
487	718
488	52
488	322
489	658
490	889
490	67
490	64
490	696
490	318
490	52
490	948
490	304
490	1091
490	41
490	63
490	373
490	227
490	57
491	647
492	120
492	471
492	579
492	61
493	56
493	636
493	1027
494	12
494	377
495	1092
496	212
496	153
497	377
498	763
498	207
499	480
499	129
499	443
499	198
499	25
499	166
499	414
499	56
499	196
499	973
499	61
499	226
499	391
499	37
500	69
500	470
500	250
501	37
501	180
501	789
501	66
501	61
501	365
501	65
501	40
501	322
501	1093
501	557
501	1094
501	156
501	501
501	56
501	552
501	53
501	41
501	315
501	46
501	689
501	683
501	367
501	267
501	1095
501	519
501	232
501	220
501	1096
501	494
501	245
501	375
501	464
501	1097
501	421
501	830
501	6
501	244
501	665
501	76
501	1098
501	157
501	226
501	968
501	477
501	110
501	109
501	1099
501	756
501	77
501	225
501	95
501	379
501	311
501	527
501	9
501	123
501	63
501	510
501	163
501	296
501	551
501	481
502	425
502	516
502	392
503	1102
504	403
504	754
505	1103
505	56
505	770
507	1104
507	362
507	332
508	874
509	952
510	212
511	704
512	158
515	365
515	900
515	1105
516	572
517	1106
518	69
518	110
518	494
518	429
518	388
518	390
519	776
519	819
519	187
519	53
519	1107
519	148
519	900
519	267
519	63
519	1108
519	873
520	65
520	977
521	1110
522	1111
523	257
524	922
524	1068
524	368
524	1112
524	1113
524	296
524	728
525	373
526	650
526	220
527	67
527	57
528	336
529	130
530	722
531	115
531	42
531	571
531	391
531	220
531	703
531	229
531	683
531	232
531	824
531	307
532	10
533	1110
534	924
534	1115
535	41
536	25
536	624
536	69
536	212
536	153
536	304
536	632
536	291
536	81
536	963
536	67
536	68
536	43
536	70
536	567
536	602
536	469
536	165
536	1116
536	113
536	213
536	313
536	543
536	627
536	956
536	288
536	577
536	637
536	139
536	672
536	249
536	51
536	603
536	265
536	556
536	635
536	932
536	96
536	397
537	1117
537	665
538	1118
538	239
538	372
538	201
538	106
538	718
538	1119
538	194
538	964
538	78
538	976
538	313
538	902
538	675
538	166
539	37
539	689
539	294
539	221
539	267
539	279
539	64
540	1120
541	212
541	1121
541	40
541	77
541	25
541	656
541	443
541	948
541	429
541	390
541	243
541	296
541	128
541	613
541	236
541	789
541	602
541	590
541	652
541	18
541	969
541	1124
541	248
541	523
541	69
541	1125
541	791
541	1126
541	814
541	1127
541	1128
541	1082
541	148
541	380
541	1122
541	1123
541	109
541	915
541	85
541	130
541	332
541	267
541	271
541	1130
541	357
541	881
542	1131
542	12
543	130
543	153
543	1026
543	1132
543	57
543	233
543	37
543	551
543	443
543	129
543	56
543	480
543	190
543	40
543	1133
543	77
543	471
543	1065
543	1109
543	386
543	387
543	423
543	1134
543	104
543	1135
543	110
543	217
543	65
543	375
543	1136
543	382
543	1137
543	1138
543	695
543	1139
543	874
543	435
543	816
543	404
543	1140
543	901
543	1141
543	1142
543	273
543	853
543	291
543	16
543	101
543	1143
543	234
543	576
543	664
543	1046
543	251
543	995
543	1144
543	134
543	383
543	1145
543	1146
543	735
543	121
543	1148
543	690
543	1055
543	66
543	933
543	1101
543	1150
543	1151
543	1152
543	783
543	737
543	1153
543	1156
543	1002
543	913
543	975
543	908
543	731
543	817
543	1157
543	1158
543	1159
543	1160
543	793
543	390
543	1161
543	197
543	1162
543	1164
543	1165
543	135
543	166
543	912
543	360
543	564
543	739
543	859
543	1166
543	730
543	931
543	90
543	528
543	341
543	123
543	236
543	74
543	575
543	881
543	373
543	1167
543	304
543	1168
543	306
543	850
543	1037
543	76
543	185
543	429
543	1169
543	177
543	807
543	1170
543	1171
543	896
543	622
543	326
543	5
543	562
543	298
543	148
543	1172
543	100
543	414
543	61
543	665
543	322
543	318
543	479
543	523
543	170
543	368
543	1173
543	929
543	364
543	428
543	1174
543	1175
543	1176
543	41
543	53
543	63
543	102
543	980
543	55
543	804
543	1177
543	255
543	109
543	578
543	758
543	697
543	444
543	73
543	328
543	450
543	819
543	415
543	892
543	1178
543	141
543	1179
543	679
543	3
543	28
543	271
543	887
543	225
543	183
543	891
543	655
543	1181
543	503
543	604
543	1182
543	1183
543	1184
543	194
543	1185
543	524
543	1186
543	179
543	392
543	12
543	1187
543	232
543	448
543	658
543	1188
543	890
543	1189
543	1190
543	1191
543	808
543	315
543	339
543	107
543	226
543	976
543	1192
543	1060
543	895
543	1086
543	432
543	1061
543	240
543	572
543	880
543	560
543	823
543	1194
543	1027
543	762
543	367
543	330
543	1196
543	1197
543	1198
543	734
543	351
543	137
543	934
543	99
543	752
543	379
543	9
543	267
543	227
543	1202
543	1203
543	459
543	1154
543	1204
543	199
543	305
543	707
543	753
543	973
543	844
543	1205
543	998
543	377
543	1206
543	724
543	505
543	193
543	1207
543	683
543	319
543	1208
543	468
543	473
543	42
543	494
543	1117
543	1209
543	284
543	342
543	596
543	701
543	79
543	365
543	877
543	395
543	579
543	296
543	307
543	860
543	1214
543	508
543	915
543	1215
543	32
543	1216
543	509
543	870
543	869
543	1220
543	772
543	396
543	178
543	920
543	868
543	1221
543	765
543	2
543	465
543	46
543	781
543	421
543	280
543	407
543	1116
543	301
543	1029
543	1224
543	159
543	878
543	1225
543	111
543	747
543	78
543	770
543	1226
543	358
543	510
543	1229
543	801
543	1230
543	1211
543	848
543	851
543	1147
543	826
543	221
543	278
543	705
543	818
543	780
543	805
543	1231
543	1232
543	1233
